,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5478,3374-TTZTK,1,0,1,0,52,1,0,1,2,2,2,2,2,2,2,1,2,1401,4553,0
5479,8990-ZXLSU,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,696,5212,0
5480,2275-RBYQS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,313,3818,0
5481,8473-VUVJN,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,780,5669,1
5482,6289-CPNLD,1,0,1,1,33,1,0,0,0,0,2,2,2,2,1,1,3,785,2051,1
5483,5536-SLHPM,0,0,1,0,55,1,2,1,0,0,2,0,0,0,0,1,2,855,3784,1
5484,4419-UJMUS,1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,1268,5412,0
5485,7794-JASDG,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,391,4234,0
5486,7609-YBPXG,1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,1037,4004,0
5487,5519-TEEUH,1,0,0,1,33,1,0,2,1,1,1,1,1,1,1,1,3,32,5390,0
5488,7856-GANIL,1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,1256,3852,0
5489,0804-XBFBV,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,2,96,2789,0
5490,2676-OXPPQ,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,473,2907,0
5491,3703-TTEPD,1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,635,783,0
5492,2799-TSLAG,0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,1,0,98,1269,0
5493,0196-VULGZ,0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,982,4009,1
5494,8837-VVWLQ,0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,994,5302,1
5495,2696-NARTR,1,0,0,0,11,1,0,1,0,0,0,2,0,0,0,1,2,784,6381,1
5496,2208-NKVVH,1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,77,150,0
5497,7614-QVWQL,1,0,1,1,49,0,1,0,0,2,0,0,2,2,1,1,0,412,2195,1
5498,1976-CFOCS,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,325,3904,1
5499,4631-OACRM,1,1,0,0,15,1,0,1,0,0,0,0,0,2,0,1,2,888,293,1
5500,7139-JZFVG,1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,553,3187,0
5501,4987-GQWPO,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,94,3272,0
5502,3755-JBMNH,1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,1,0,750,313,1
5503,1757-TCATG,1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,0,30,5754,0
5504,6345-ULYRW,1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,1061,3350,1
5505,4776-XSKYQ,0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,149,3172,0
5506,8048-DSDFQ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,33,1610,0
5507,5753-QQWPW,0,0,0,0,28,1,0,0,2,2,0,2,0,0,1,1,2,541,1139,0
5508,6010-DDPPW,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,95,1545,0
5509,1809-DMJHQ,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,325,1844,1
5510,6693-FRIRW,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,1306,1334,0
5511,6586-MYGKD,1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,845,4420,0
5512,3173-NVMPX,0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,465,4241,0
5513,0248-PGHBZ,0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,1140,5011,0
5514,0623-GDISB,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,346,4050,0
5515,2892-GESUL,0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,16,2683,0
5516,6923-EFPNL,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,411,1636,1
5517,7472-EQOAV,1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,1029,5035,0
5518,9574-RKJIF,1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,1176,2451,1
5519,2043-WVTQJ,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,473,4566,0
5520,8034-RYTVV,0,0,0,0,55,1,2,1,2,0,2,0,0,0,1,1,1,980,3897,0
5521,3863-QSTYI,1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,621,3215,0
5522,2619-WFQWU,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,718,5504,1
5523,5044-LRQAQ,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,699,4037,0
5524,1716-LSAMB,1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,452,2211,0
5525,1333-PBMXB,0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,87,624,0
5526,6546-OPBBH,1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,71,396,0
5527,5985-BEHZK,0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,1375,5814,0
5528,9127-QRZMH,1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,540,2255,0
5529,5919-VCZYM,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,30,3589,0
5530,9644-KVCNC,0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,1135,4952,0
5531,2137-DQMEV,1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,301,2579,0
5532,8174-LNWMW,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,47,5434,0
5533,9279-CJEOJ,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,1196,1659,0
5534,7964-VEXDG,1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,907,1267,0
5535,2404-JIBFC,0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,997,3941,0
5536,0778-NELLA,1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,185,2554,1
5537,8029-XYPWT,1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,1546,6030,0
5538,4614-NUVZD,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,922,6057,1
5539,4632-PAOYU,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,28,3683,0
5540,3803-KMQFW,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,40,1617,1
5541,6804-GDMOI,0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,1407,5174,1
5542,2990-OGYTD,0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,1018,4828,0
5543,6646-JPPHA,0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,877,86,0
5544,9572-MTILT,1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,1410,5068,1
5545,7658-UYUQS,1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,1026,1421,0
5546,7880-XSOJX,1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,268,847,0
5547,9611-CTWIH,0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,1082,2046,1
5548,4589-IUAJB,1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,77,1229,0
5549,0329-GTIAJ,0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,1240,2738,1
5550,8746-BFOAJ,1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,39,3649,0
5551,8457-XIGKN,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,21,3082,0
5552,6072-NUQCB,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,34,4122,0
5553,6629-CZTTH,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,473,4566,1
5554,8838-GPHZP,0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,41,543,0
5555,8750-QWZAJ,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,25,684,0
5556,5364-EVNIB,1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,896,6492,1
5557,6918-UMQCG,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,904,3286,0
5558,0675-NCDYU,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,1564,6225,0
5559,6339-DKLMK,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,165,3333,0
5560,1346-PJWTK,1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,1171,4736,0
5561,5088-QZLRL,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,42,1619,0
5562,8023-QHAIO,0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,843,3640,0
5563,4397-FRLTA,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,32,6174,0
5564,3057-VJJQE,1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,464,1523,0
5565,5087-SUURX,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,226,5311,1
5566,2302-OUZXB,1,0,1,0,72,1,2,0,0,2,2,0,2,2,2,0,0,943,4770,0
5567,8133-ANHHJ,0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,1336,4339,0
5568,2270-CHBFN,0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,1190,3472,0
5569,0013-EXCHZ,0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,973,2324,1
5570,5982-FPVQN,0,0,1,1,37,1,2,1,0,2,2,0,0,2,0,1,2,1191,3062,0
5571,9107-UKCKY,1,0,1,0,61,1,2,0,0,2,2,0,2,2,1,1,2,896,4163,0
5572,4654-ULTTN,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,1,1,803,4446,0
5573,5550-VFRLC,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,712,5453,1
5574,5546-BYZSM,0,0,0,0,41,1,0,2,1,1,1,1,1,1,0,0,2,38,5891,0
5575,1492-KGETH,1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,867,4526,0
5576,4929-BSTRX,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,430,4433,1
5577,4163-HFTUK,1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,11,15,0
5578,8215-NGSPE,0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,29,6149,0
5579,2225-ZRGSG,0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,1166,5249,1
5580,8859-YSTWS,1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,28,11,0
5581,5271-YNWVR,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,2,1517,5940,1
5582,7601-DHFWZ,0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,72,341,0
5583,2657-ALMWY,0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,994,1783,1
5584,6330-JKLPC,1,0,1,0,11,1,2,1,0,2,0,0,0,0,0,1,0,910,6316,1
5585,4667-OHGKG,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,15,1481,1
5586,1998-VHJHK,0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,12,4242,0
5587,1707-HABPF,0,1,0,0,46,1,0,1,0,2,2,0,2,0,1,1,0,1119,3520,0
5588,1660-HSOOQ,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,369,4142,1
5589,7253-UVNDW,0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,446,2112,1
5590,0487-VVUVK,1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,12,4038,0
5591,7228-OMTPN,1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,1062,3193,1
5592,5063-IUOKK,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,24,2297,0
5593,4508-OEBEY,1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,817,2072,0
5594,0027-KWYKW,0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,970,1411,0
5595,2308-STERM,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,17,4981,0
5596,5982-XMDEX,0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,121,1195,0
5597,6284-AHOOQ,1,1,0,0,22,1,2,1,0,0,0,2,2,0,0,1,0,1103,1511,1
5598,6051-PTVNS,0,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,1,12,6527,0
5599,2344-JMOGN,1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,1185,6307,1
5600,3799-ISUZQ,1,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,714,4421,1
5601,2877-VDUER,0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,257,693,0
5602,9152-AMKAK,1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,905,4180,0
5603,1794-HBQTJ,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,348,4052,1
5604,9432-VOFYX,1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,731,378,0
5605,8049-WJCLQ,1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,547,4663,0
5606,6586-PSJOX,1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,463,6248,0
5607,2460-FPSYH,0,1,0,0,40,0,1,0,2,2,0,0,2,2,0,1,2,475,1739,1
5608,9705-ZJBCG,0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,442,5526,0
5609,4818-DRBQT,1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,903,1904,1
5610,1320-HTRDR,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,817,1826,1
5611,6847-KJLTS,0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,1289,4747,0
5612,9670-BPNXF,0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,588,2423,0
5613,3913-FCUUW,0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,724,4338,0
5614,3301-VKTGC,1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,1005,4701,0
5615,1493-AMTIE,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,33,1610,1
5616,9555-SAHUZ,0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,449,1700,0
5617,0816-TSPHQ,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,44,3738,0
5618,9932-WBWIK,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,36,1767,0
5619,4619-EVPHY,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,1113,1427,0
5620,5286-YHCVC,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,1371,5758,0
5621,6424-ELEYH,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,802,1930,1
5622,4391-RESHN,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,1356,2121,1
5623,9115-YQHGA,1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,398,1721,0
5624,4462-CYWMH,1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,1089,4661,0
5625,8963-MQVYN,0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,40,3972,0
5626,2458-EOMRE,0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,609,5685,0
5627,9334-GWGOW,1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,804,4091,0
5628,6821-BUXUX,0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,1220,446,1
5629,5028-HTLJB,1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,30,1607,1
5630,9801-GDWGV,0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,1345,3411,1
5631,6542-LWGXJ,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,92,5908,0
5632,5567-GZKQY,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,35,258,0
5633,1222-LRYKO,1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,118,1394,0
5634,2320-JRSDE,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,27,1492,1
5635,2087-QAREY,0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,453,333,0
5636,0601-WZHJF,1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,331,5299,1
5637,4423-JWZJN,1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,1098,4660,0
5638,5143-WMWOG,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,28,1493,1
5639,6490-FGZAT,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,42,175,0
5640,5393-RXQSZ,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,892,5970,1
5641,7452-FOLON,1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,101,6463,0
5642,2320-TZRRH,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19,3447,0
5643,0231-LXVAP,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,825,5778,1
5644,9444-JTXHZ,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,831,5821,1
5645,4942-VZZOM,1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,650,3731,0
5646,5510-BOIUJ,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,14,1480,1
5647,7502-BNYGS,0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,697,2750,0
5648,4291-HYEBC,0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,227,192,0
5649,6147-CBCRA,0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,30,5310,0
5650,6047-SUHPR,1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,539,1978,0
5651,4471-KXAUH,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,981,3107,1
5652,9752-ZNQUT,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,348,4052,0
5653,7638-QVMVY,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,880,4373,1
5654,1576-PFZIW,1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,1382,5784,0
5655,5666-MBJPT,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,94,1230,0
5656,7312-XSBAT,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,371,4144,0
5657,3096-GKWEB,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,1183,1191,0
5658,2371-JQHZZ,1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,1149,1881,0
5659,0674-GCDXG,1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,752,3799,0
5660,1121-QSIVB,0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,853,3005,0
5661,4396-KLSEH,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,26,5089,0
5662,3244-DCJWY,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,720,5506,1
5663,2824-MYYBN,0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,1193,2879,0
5664,0875-CABNR,0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,987,6253,1
5665,6345-HOVES,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,93,6218,0
5666,8318-LCNBW,1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,424,1532,0
5667,6469-QJKZW,0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,32,6345,0
5668,0147-ESWWR,0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,1305,3373,0
5669,1217-VASWC,1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,1292,3665,0
5670,7812-FZHPE,0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,74,3488,1
5671,6370-ZVHDV,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,98,995,0
5672,5915-DGNVC,0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,750,3006,0
5673,6260-XLACS,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,23,316,0
5674,3566-CAAYU,0,0,1,1,64,0,1,0,0,2,2,2,0,2,2,0,2,373,2795,0
5675,4983-CCWMC,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,707,1694,0
5676,9103-CXVOK,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,24,1489,0
5677,2896-TBNBE,1,0,1,0,40,1,0,1,0,2,2,0,0,0,1,0,2,916,2725,0
5678,4797-AXPXK,0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,543,4910,1
5679,5229-PRWKT,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,1026,5205,1
5680,6982-UQZLY,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,46,1623,1
5681,2522-WLNSF,0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,612,1736,0
5682,3841-CONLJ,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,189,3028,0
5683,5057-LCOUI,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,391,1641,1
5684,0193-ESZXP,0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,1385,5048,1
5685,4475-NVTLU,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,13,6334,0
5686,4369-HTUIF,1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,998,4260,1
5687,9386-LDCZR,1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,1106,3321,0
5688,9585-KKMFD,1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,29,6281,0
5689,5399-ZIMKF,1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,800,3279,0
5690,0336-KXKFK,1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,567,3728,0
5691,5619-XZZKR,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,28,5376,0
5692,3948-FVVRP,1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,455,3848,0
5693,5327-XOKKY,1,1,1,0,72,1,2,0,0,0,2,0,2,2,2,1,1,776,4452,0
5694,0983-TATYJ,0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,405,1281,0
5695,1813-JYWTO,0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,909,4738,0
5696,0156-FVPTA,1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,443,289,1
5697,1984-FCOWB,0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,1459,5856,1
5698,0654-HMSHN,1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,1363,1773,1
5699,6719-OXYBR,1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,1001,403,0
5700,3312-ZWLGF,1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,886,2057,0
5701,6476-YHMGA,0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,837,292,0
5702,5287-QWLKY,1,1,1,1,71,1,2,1,2,2,0,0,2,2,0,1,1,1377,5797,1
5703,0795-XCCTE,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,100,1356,0
5704,0168-XZKBB,0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,1032,1013,0
5705,3785-NRHYR,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,22,1487,0
5706,5196-SGOAK,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,821,5775,1
5707,4537-DKTAL,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,316,6173,0
5708,7072-MBHEV,0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,862,6249,0
5709,5602-BVFMK,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,15,1920,0
5710,6297-NOOPG,0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,1478,5893,0
5711,1891-UAWWU,0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,1109,1554,1
5712,8204-TIFGJ,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,35,3983,0
5713,8050-DVOJX,1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,927,3473,0
5714,6108-OQZDQ,0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,1241,3287,1
5715,0363-QJVFX,1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,1434,2973,1
5716,8903-XEBGX,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,465,158,0
5717,8169-SAEJD,1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,490,3377,0
5718,9840-DVNDC,1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,910,3927,1
5719,1089-XZWHH,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,23,4186,0
5720,2325-WINES,0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,1356,2960,0
5721,6064-ZATLR,0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,421,900,0
5722,3096-JRDSO,0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,1361,2473,1
5723,7824-PANSQ,1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,913,4062,0
5724,8042-JVNFH,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,741,5569,1
5725,9648-BCHKM,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,85,3987,0
5726,2888-ADFAO,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,55,81,0
5727,8707-HOEDG,0,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,2,1473,5861,0
5728,3374-LXDEV,0,0,0,0,13,1,2,1,0,2,2,2,0,0,0,0,2,1081,259,1
5729,4072-IPYLT,0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,397,1367,0
5730,7167-PCEYD,1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,25,570,0
5731,4936-YPJNK,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,27,1594,0
5732,1580-BMCMR,1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,1041,1108,0
5733,4817-KEQSP,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,26,592,0
5734,6408-WHTEF,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,1081,5141,0
5735,9251-AWQGT,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,29,6408,0
5736,8749-CLJXC,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,30,1607,0
5737,7989-VCQOH,1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,960,1072,0
